,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
Fr,12/3/2021,330.495,301.652,292.91,291.962
Th,12/2/2021,323.542,300.73,292.371,291.773
We,12/1/2021,332.947,299.977,291.896,291.595
Tu,11/30/2021,327.31,298.875,291.386,291.367
Mo,11/29/2021,317.091,297.784,290.863,291.162
,,,,,
Fr,11/26/2021,327.072,296.9,290.425,291.007
We,11/24/2021,306.366,295.869,289.844,290.797
Tu,11/23/2021,306.315,295.242,289.507,290.701
Mo,11/22/2021,306.178,294.657,289.177,290.588
,,,,,
Fr,11/19/2021,300.466,294.06,288.85,290.486
Th,11/18/2021,296.366,293.544,288.574,290.43
We,11/17/2021,296.733,293.166,288.31,290.431
Tu,11/16/2021,293.762,292.726,288.078,290.452
Mo,11/15/2021,294.785,292.329,287.904,290.541
,,,,,
Fr,11/12/2021,295.343,291.927,287.727,290.661
We,11/10/2021,296.892,291.537,287.575,290.77
Tu,11/9/2021,291.095,291.104,287.473,290.877
Mo,11/8/2021,288.609,290.795,287.376,290.973
,,,,,
Fr,11/5/2021,287.545,290.734,287.307,291.066
Th,11/4/2021,293.11,290.617,287.2,291.154
We,11/3/2021,296.952,290.439,287.036,291.182
Tu,11/2/2021,301.58,290.207,286.821,291.183
Mo,11/1/2021,306.042,290.034,286.587,291.165
,,,,,
Fr,10/29/2021,304.473,289.864,286.355,291.155
Th,10/28/2021,299.71,289.697,286.143,291.112
We,10/27/2021,301.575,289.56,285.982,291.091
Tu,10/26/2021,298.242,289.258,285.799,291.091
Mo,10/25/2021,301.3,288.976,285.695,291.1
,,,,,
Fr,10/22/2021,301.772,288.665,285.524,291.054
Th,10/21/2021,298.683,288.434,285.357,291.016
We,10/20/2021,295.679,288.337,285.25,291.033
Tu,10/19/2021,296.751,288.218,285.187,291.071
Mo,10/18/2021,300.674,288.011,285.128,291.108
,,,,,
Fr,10/15/2021,299.964,287.769,285.049,291.07
Th,10/14/2021,300.217,287.689,284.956,291.051
We,10/13/2021,311.168,287.55,284.892,291.046
Tu,10/12/2021,315.22,287.208,284.728,290.968
,,,,,
Fr,10/8/2021,308.304,286.743,284.569,290.883
Th,10/7/2021,304.075,286.301,284.457,290.855
We,10/6/2021,305.012,285.967,284.356,290.883
Tu,10/5/2021,304.982,285.641,284.187,290.904
Mo,10/4/2021,302.867,285.199,284.089,290.877
,,,,,
Fr,10/1/2021,298.129,284.765,284.078,290.851
Th,9/30/2021,301.807,284.493,284.03,290.87
We,9/29/2021,297.599,284.132,283.925,290.851
Tu,9/28/2021,298.91,284.014,283.812,290.885
Mo,9/27/2021,292.305,283.972,283.72,290.915
,,,,,
Fr,9/24/2021,275.498,283.858,283.689,290.966
Th,9/23/2021,274.347,284.009,283.815,291.086
We,9/22/2021,276.718,284.096,283.923,291.201
Tu,9/21/2021,284.399,284.169,284.02,291.28
Mo,9/20/2021,285.899,284.012,284.017,291.311
,,,,,
Fr,9/17/2021,277.872,283.815,284.033,291.386
Th,9/16/2021,272.762,283.897,284.166,291.498
We,9/15/2021,272.895,283.942,284.34,291.653
Tu,9/14/2021,275.525,283.949,284.528,291.802
Mo,9/13/2021,274.975,283.818,284.736,291.959
,,,,,
Fr,9/10/2021,277.101,283.772,284.939,292.137
Th,9/9/2021,276.31,283.697,285.14,292.318
We,9/8/2021,274.678,283.64,285.285,292.583
Tu,9/7/2021,277.47,283.603,285.42,292.911
,,,,,
Fr,9/3/2021,274.697,283.453,285.509,293.164
Th,9/2/2021,273.939,283.431,285.691,293.464
We,9/1/2021,274.673,283.479,285.885,293.737
Tu,8/31/2021,275.864,283.528,286.088,293.997
Mo,8/30/2021,275.24,283.613,286.262,294.324
,,,,,
Fr,8/27/2021,275.617,283.841,286.42,294.705
Th,8/26/2021,285.552,283.957,286.601,294.989
We,8/25/2021,281.704,283.88,286.687,295.244
Tu,8/24/2021,284.221,283.783,286.826,295.667
Mo,8/23/2021,285.353,283.633,286.947,296.058
,,,,,
Fr,8/20/2021,292.933,283.435,287.085,296.547
Th,8/19/2021,297.521,283.14,287.237,297.087
We,8/18/2021,296.143,282.846,287.429,297.691
Tu,8/17/2021,292.859,282.589,287.609,298.316
Mo,8/16/2021,286.471,282.403,287.611,298.944
,,,,,
Fr,8/13/2021,284.127,282.34,287.758,299.575
Th,8/12/2021,285.776,282.414,287.963,300.106
We,8/11/2021,290.233,282.382,288.144,300.613
Tu,8/10/2021,293.818,282.28,288.212,301.028
Mo,8/9/2021,289.737,282.163,288.287,301.432
,,,,,
Fr,8/6/2021,286.394,282.155,288.446,301.862
Th,8/5/2021,288.584,282.244,288.518,302.314
We,8/4/2021,295.966,282.33,288.628,302.779
Tu,8/3/2021,293.262,282.223,288.637,303.166
Mo,8/2/2021,294.064,282.234,288.681,303.56
,,,,,
Fr,7/30/2021,291.95,282.249,288.692,303.931
Th,7/29/2021,286.22,282.395,288.768,304.297
We,7/28/2021,287.385,282.613,289.007,304.671
Tu,7/27/2021,288.678,282.744,289.261,305.105
Mo,7/26/2021,282.921,282.733,289.381,305.567
,,,,,
Fr,7/23/2021,281.16,282.978,289.672,306.136
Th,7/22/2021,284.519,283.391,289.885,306.67
We,7/21/2021,283.732,283.568,290.008,307.269
Tu,7/20/2021,291.728,283.718,290.095,307.866
Mo,7/19/2021,296.788,283.61,290.283,308.454
,,,,,
Fr,7/16/2021,286.6,283.468,290.43,309.032
Th,7/15/2021,283.09,283.521,290.472,309.619
We,7/14/2021,278.657,283.622,290.616,310.198
Tu,7/13/2021,280.372,283.751,290.864,310.769
Mo,7/12/2021,276.572,283.872,291.014,311.318
,,,,,
Fr,7/9/2021,276.042,284.023,291.174,311.775
Th,7/8/2021,281.986,284.252,291.294,312.208
We,7/7/2021,274.985,284.435,291.348,312.535
Tu,7/6/2021,273.249,284.739,291.46,312.871
,,,,,
Fr,7/2/2021,268.971,285.107,291.589,313.2
Th,7/1/2021,272.664,285.655,291.751,313.566
We,6/30/2021,273.364,286.107,291.896,313.966
Tu,6/29/2021,273.454,286.584,291.998,314.389
Mo,6/28/2021,272.858,286.931,292.122,314.907
,,,,,
Fr,6/25/2021,269.963,287.237,292.287,315.395
Th,6/24/2021,273.601,287.565,292.551,315.968
We,6/23/2021,276.315,287.951,292.825,316.432
Tu,6/22/2021,277.124,288.291,293.178,316.873
Mo,6/21/2021,280.133,288.647,293.594,317.236
,,,,,
Fr,6/18/2021,286.639,288.91,293.964,317.598
Th,6/17/2021,281.398,289,294.281,317.997
We,6/16/2021,281.691,289.245,294.57,318.432
Tu,6/15/2021,276.887,289.495,294.825,318.881
Mo,6/14/2021,276.698,289.869,295.107,319.352
,,,,,
Fr,6/11/2021,275.482,290.261,295.328,319.849
Th,6/10/2021,278.146,290.735,295.545,320.386
We,6/9/2021,282.841,291.335,295.744,320.939
Tu,6/8/2021,283.273,292.013,295.956,321.486
Mo,6/7/2021,283.587,292.63,296.081,322.051
,,,,,
Fr,6/4/2021,283.312,292.818,296.201,322.573
Th,6/3/2021,287.818,293.177,296.384,323.13
We,6/2/2021,284.186,293.512,296.506,323.72
Tu,6/1/2021,285.159,293.905,296.585,324.304
,,,,,
Fr,5/28/2021,287.958,294.144,296.675,324.828
Th,5/27/2021,289.323,294.411,296.817,325.376
We,5/26/2021,290.849,294.737,296.956,325.884
Tu,5/25/2021,292.862,294.793,297.089,326.366
Mo,5/24/2021,290.638,294.927,297.09,326.844
,,,,,
Fr,5/21/2021,293.803,295.05,297.146,327.355
Th,5/20/2021,294.798,295.127,297.2,328.036
We,5/19/2021,299.29,295.136,297.208,328.728
Tu,5/18/2021,297.102,295.141,297.197,329.395
Mo,5/17/2021,293.934,295.401,297.252,330.075
,,,,,
Fr,5/14/2021,288.107,295.777,297.411,330.784
Th,5/13/2021,295.194,296.029,297.621,331.616
We,5/12/2021,301.799,296.366,297.666,332.392
Tu,5/11/2021,293.364,296.379,297.625,333.191
Mo,5/10/2021,291.237,296.447,297.709,334.027
,,,,,
Fr,5/7/2021,286.35,296.473,297.777,334.837
Th,5/6/2021,289.658,296.956,297.959,335.695
We,5/5/2021,289.273,297.392,298.111,336.561
Tu,5/4/2021,288.113,297.423,298.242,337.473
Mo,5/3/2021,285.14,297.611,298.357,338.446
,,,,,
Fr,4/30/2021,286.406,297.977,298.478,339.404
Th,4/29/2021,284.103,298.156,298.54,340.497
We,4/28/2021,287.511,298.326,298.605,341.611
Tu,4/27/2021,291.132,298.336,298.739,342.672
Mo,4/26/2021,290.17,298.261,298.83,343.74
,,,,,
Fr,4/23/2021,291.647,298.182,298.966,344.695
Th,4/22/2021,296.383,298.072,299.076,345.788
We,4/21/2021,295.26,297.846,299.182,346.743
Tu,4/20/2021,297.229,297.686,299.334,347.791
Mo,4/19/2021,290.821,297.413,299.496,348.858
,,,,,
Fr,4/16/2021,288.146,297.312,299.881,349.986
Th,4/15/2021,286.37,297.337,300.401,351.224
We,4/14/2021,292.896,297.537,300.82,352.425
Tu,4/13/2021,293.312,297.699,301.236,353.472
Mo,4/12/2021,294.937,298.065,301.59,354.588
,,,,,
Fr,4/9/2021,293.266,298.541,301.906,355.579
Th,4/8/2021,291.127,299.018,302.386,356.605
We,4/7/2021,293.662,299.563,302.99,357.654
Tu,4/6/2021,294.202,299.895,303.376,358.591
Mo,4/5/2021,295.563,300.155,303.801,359.469
,,,,,
Fr,4/2/2021,296.317,300.346,304.507,360.302
Th,4/1/2021,299.171,300.396,305.169,361.119
We,3/31/2021,308.148,300.355,306.009,362.053
Tu,3/30/2021,316.733,300.153,306.937,363.037
Mo,3/29/2021,314.146,299.899,307.952,363.709
,,,,,
Fr,3/26/2021,292.973,299.531,309.022,364.449
Th,3/25/2021,301.264,299.585,310.277,365.104
We,3/24/2021,304.565,299.59,311.392,365.666
Tu,3/23/2021,303.855,299.5,312.249,366.456
Mo,3/22/2021,297.079,299.266,313.083,367.245
,,,,,
Fr,3/19/2021,301.315,299.206,313.845,368.173
Th,3/18/2021,305.617,299.223,314.578,369.242
We,3/17/2021,293.636,299.175,315.277,370.413
Tu,3/16/2021,299.578,299.385,316.109,371.712
Mo,3/15/2021,296.81,299.253,316.929,373.014
,,,,,
Fr,3/12/2021,297.663,299.242,317.696,374.43
Th,3/11/2021,295.214,299.273,318.439,376.063
We,3/10/2021,299.53,299.279,319.171,377.669
Tu,3/9/2021,310.144,299.254,319.825,379.221
Mo,3/8/2021,312.716,299.104,320.334,380.907
,,,,,
Fr,3/5/2021,300.709,299.044,320.949,382.546
Th,3/4/2021,312.018,299.212,321.753,384.47
We,3/3/2021,302.482,298.966,322.6,386.292
Tu,3/2/2021,296.766,298.87,323.454,388.158
Mo,3/1/2021,292.503,298.971,324.53,389.897
,,,,,
Fr,2/26/2021,310.497,299.081,325.638,391.637
Th,2/25/2021,311.487,298.962,326.625,393.253
We,2/24/2021,290.813,298.829,327.634,394.915
Tu,2/23/2021,297.528,299.061,328.765,396.85
Mo,2/22/2021,303.413,299.102,329.78,398.638
,,,,,
Fr,2/19/2021,295.388,298.979,330.674,400.428
Th,2/18/2021,292.613,298.924,331.622,402.209
We,2/17/2021,288.006,298.884,332.375,403.874
Tu,2/16/2021,287.351,299.142,333.121,405.572
,,,,,
Fr,2/12/2021,286.221,299.398,333.723,407.427
Th,2/11/2021,286.171,299.751,334.282,409.309
We,2/10/2021,285.093,300.081,334.81,411.251
Tu,2/9/2021,287.243,300.517,335.382,413.125
Mo,2/8/2021,283.569,300.982,336.036,414.982
,,,,,
Fr,2/5/2021,285.791,301.578,336.779,416.91
Th,2/4/2021,289.399,302.45,337.691,418.705
We,2/3/2021,296.37,303.464,338.503,420.199
Tu,2/2/2021,300.989,304.102,339.385,421.737
Mo,2/1/2021,311.594,304.773,340.039,423.251
,,,,,
Fr,1/29/2021,318.73,305.115,340.568,424.485
Th,1/28/2021,317.116,305.272,340.877,425.64
We,1/27/2021,318.396,305.754,341.231,426.723
Tu,1/26/2021,310.239,306.417,341.713,428.214
Mo,1/25/2021,307.198,306.858,342.295,430.089
,,,,,
Fr,1/22/2021,305.117,307.448,342.938,432.049
Th,1/21/2021,298.815,308.669,343.597,434.395
We,1/20/2021,297.123,309.942,344.37,436.619
Tu,1/19/2021,298.077,311.664,345.227,438.809
,,,,,
Fr,1/15/2021,304.03,313.721,346.135,440.603
Th,1/14/2021,295.738,316.005,347.017,442.174
We,1/13/2021,295.655,318.512,348.021,443.811
Tu,1/12/2021,301.532,320.97,348.945,445.186
Mo,1/11/2021,300.056,323.193,349.877,446.966
,,,,,
Fr,1/8/2021,292.141,324.998,350.934,449.052
Th,1/7/2021,294.084,326.9,352.023,451.946
We,1/6/2021,302.171,328.484,352.982,454.726
Tu,1/5/2021,303.214,329.932,353.935,457.132
Mo,1/4/2021,304.156,331.38,354.813,459.252
,,,,,
Th,12/31/2020,292.977,332.834,355.643,460.972
We,12/30/2020,296.233,334.605,356.599,462.871
Tu,12/29/2020,299.219,336.151,357.563,464.191
Mo,12/28/2020,295.546,337.604,358.871,466.121
,,,,,
Th,12/24/2020,298.281,339.062,360.249,467.608
We,12/23/2020,302.605,340.396,361.593,468.797
Tu,12/22/2020,309.757,341.564,362.897,470.039
Mo,12/21/2020,309.109,342.854,364.158,470.704
,,,,,
Fr,12/18/2020,299.717,344.293,365.612,471.195
Th,12/17/2020,297.662,346.233,367.119,471.539
We,12/16/2020,301.839,348.039,368.757,471.986
Tu,12/15/2020,297.997,350.088,370.344,472.301
Mo,12/14/2020,304.51,352.194,371.898,472.66
,,,,,
Fr,12/11/2020,304.867,354.289,373.432,473.003
Th,12/10/2020,302.408,356.44,375.012,473.199
We,12/9/2020,299.597,358.469,376.705,473.38
Tu,12/8/2020,297.251,360.457,378.535,473.514
Mo,12/7/2020,292.623,362.369,380.329,473.502
,,,,,
Fr,12/4/2020,290.614,364.32,382.454,473.482
Th,12/3/2020,300.905,365.867,384.616,473.464
We,12/2/2020,300.172,367.1,386.604,473.399
Tu,12/1/2020,303.861,368.047,388.65,473.32
Mo,11/30/2020,302.64,368.813,390.424,473.206
,,,,,
Fr,11/27/2020,306.91,369.54,392.501,473.095
We,11/25/2020,310.497,370.247,394.305,472.979
Tu,11/24/2020,313.389,371.089,396.247,472.866
Mo,11/23/2020,329.363,371.98,398.221,472.749
,,,,,
Fr,11/20/2020,340.125,372.933,400.09,472.526
Th,11/19/2020,328.248,373.542,402.047,472.242
We,11/18/2020,334.555,374.667,404.031,472.07
Tu,11/17/2020,328.69,375.305,405.708,471.928
Mo,11/16/2020,326.561,376.021,407.586,471.809
,,,,,
Fr,11/13/2020,341.216,376.483,409.251,471.663
Th,11/12/2020,351.556,376.709,410.825,471.469
Tu,11/10/2020,332.289,377.009,412.318,471.195
Mo,11/9/2020,336.72,377.732,413.805,471.082
,,,,,
Fr,11/6/2020,366.143,378.427,415.137,470.876
Th,11/5/2020,362.48,378.526,416.096,470.493
We,11/4/2020,383.226,378.799,417.069,470.104
Tu,11/3/2020,400.907,378.789,418.096,469.611
Mo,11/2/2020,418.254,378.548,419.137,468.999
,,,,,
Fr,10/30/2020,421.084,378.028,419.465,468.306
Th,10/29/2020,418.549,377.53,419.877,467.609
We,10/28/2020,412.696,376.92,419.93,466.921
Tu,10/27/2020,390.284,376.561,419.941,466.251
Mo,10/26/2020,387.247,376.871,420.664,465.693
,,,,,
Fr,10/23/2020,373.257,377.146,421.407,465.141
Th,10/22/2020,374.609,377.48,422.502,464.679
We,10/21/2020,375.609,377.938,423.906,464.226
Tu,10/20/2020,376.839,378.246,425.548,463.752
Mo,10/19/2020,381.552,378.452,427.315,463.272
,,,,,
Fr,10/16/2020,373.511,378.592,429.098,462.737
Th,10/15/2020,371.892,378.976,431.165,462.268
We,10/14/2020,368.417,380.138,433.687,461.802
Tu,10/13/2020,364.996,381.436,436.168,461.344
,,,,,
Fr,10/9/2020,360.997,382.79,438.616,460.91
Th,10/8/2020,374.283,384.229,441.481,460.511
We,10/7/2020,381.047,385.462,444.142,460.052
Tu,10/6/2020,396.715,386.93,447.187,459.564
Mo,10/5/2020,387.94,388.004,449.985,459.009
,,,,,
Fr,10/2/2020,404.307,389.475,452.862,458.493
Th,10/1/2020,403.295,390.6,455.264,457.913
We,9/30/2020,409.256,391.602,457.636,457.344
Tu,9/29/2020,412.401,392.574,459.881,456.778
Mo,9/28/2020,403.888,393.584,462.195,456.207
,,,,,
Fr,9/25/2020,399.007,394.941,464.935,455.701
Th,9/24/2020,392.853,396.612,467.496,455.342
We,9/23/2020,390.16,398.29,470.181,455.014
Tu,9/22/2020,367.955,400.587,472.795,454.673
Mo,9/21/2020,362.569,403.365,475.372,454.469
,,,,,
Fr,9/18/2020,347.531,406.108,478.023,454.289
Th,9/17/2020,342.126,409.253,481.131,454.21
We,9/16/2020,339.018,412.036,484.337,454.145
Tu,9/15/2020,342.256,415.461,487.691,454.078
Mo,9/14/2020,352.598,418.363,490.868,453.988
,,,,,
Fr,9/11/2020,357.91,421.405,493.928,453.855
Th,9/10/2020,377.023,424.461,497.041,453.715
We,9/9/2020,370.59,427.247,499.719,453.519
Tu,9/8/2020,384.502,430.552,501.896,453.389
,,,,,
Fr,9/4/2020,366.454,433.394,504.09,453.186
Th,9/3/2020,364.464,436.11,506.463,453.049
We,9/2/2020,349.652,439.151,508.403,452.895
Tu,9/1/2020,352.524,442.02,510.403,452.806
Mo,8/31/2020,366.575,444.942,512.215,452.719
,,,,,
Fr,8/28/2020,368.429,447.626,514.715,452.551
Th,8/27/2020,371.496,449.878,517.884,452.355
We,8/26/2020,371.073,451.846,521.161,452.132
Tu,8/25/2020,376.113,453.665,525.192,
Mo,8/24/2020,382.729,455.339,528.867,
,,,,,
Fr,8/21/2020,388.887,457.403,532.392,
Th,8/20/2020,392.237,459.726,535.072,
We,8/19/2020,396.159,460.902,537.331,
Tu,8/18/2020,388.063,462.225,539.601,
Mo,8/17/2020,394.743,462.941,541.428,
,,,,,
Fr,8/14/2020,405.777,463.322,544.055,
Th,8/13/2020,401.009,464.457,547.169,
We,8/12/2020,389.965,465.668,551.87,
Tu,8/11/2020,397.517,467.524,556.47,
Mo,8/10/2020,391.013,469.873,560.328,
,,,,,
Fr,8/7/2020,387.121,472.85,563.691,
Th,8/6/2020,388.571,476.178,566.3,
We,8/5/2020,392.678,479.604,569.143,
Tu,8/4/2020,430.02,483.354,570.818,
Mo,8/3/2020,433.311,487.236,573.371,
,,,,,
Fr,7/31/2020,432.7,490.899,574.967,
Th,7/30/2020,432.956,494.443,576.002,
We,7/29/2020,435.902,498.732,577.182,
Tu,7/28/2020,454.48,502.822,577.249,
Mo,7/27/2020,450.405,507.444,576.779,
,,,,,
Fr,7/24/2020,461.458,511.966,575.96,
Th,7/23/2020,460.589,516.249,575.216,
We,7/22/2020,453.362,519.927,574.259,
Tu,7/21/2020,457.889,523.67,573.421,
Mo,7/20/2020,462.868,527.188,572.573,
,,,,,
Fr,7/17/2020,471.738,530.806,571.387,
Th,7/16/2020,482.594,534.93,570.054,
We,7/15/2020,476.714,538.381,568.493,
Tu,7/14/2020,505.031,542.073,566.674,
Mo,7/13/2020,506.875,545.004,564.51,
,,,,,
Fr,7/10/2020,499.687,547.38,562.311,
Th,7/9/2020,504.78,549.937,560.194,
We,7/8/2020,481.276,553.009,557.989,
Tu,7/7/2020,510.275,556.638,555.988,
Mo,7/6/2020,487.347,559.921,553.689,
,,,,,
Th,7/2/2020,504.737,563.373,551.654,
We,7/1/2020,510.711,566.452,549.484,
Tu,6/30/2020,516.327,569.62,547.278,
Mo,6/29/2020,535.797,572.19,544.961,
,,,,,
Fr,6/26/2020,526.626,573.24,542.436,
Th,6/25/2020,502.257,574.786,540.11,
We,6/24/2020,516.492,576.815,538.148,
Tu,6/23/2020,493.123,577.655,536.032,
Mo,6/22/2020,498.608,578.785,534.074,
,,,,,
Fr,6/19/2020,500.799,579.489,532.112,
Th,6/18/2020,481.027,581.805,530.073,
We,6/17/2020,469.876,585.889,528.359,
Tu,6/16/2020,462.05,590.476,526.615,
Mo,6/15/2020,459.781,596.719,524.891,
,,,,,
Fr,6/12/2020,485.949,602.396,523.139,
Th,6/11/2020,505.023,607.38,521.125,
We,6/10/2020,451.05,610.418,518.861,
Tu,6/9/2020,462.286,613.759,517.146,
Mo,6/8/2020,423.863,616.978,515.341,
,,,,,
Fr,6/5/2020,413.784,619.915,513.912,
Th,6/4/2020,462.535,624.788,512.561,
We,6/3/2020,461.561,629.881,510.723,
Tu,6/2/2020,482.775,638.072,508.874,
Mo,6/1/2020,514.99,645.416,506.856,
,,,,,
Fr,5/29/2020,539.858,650.782,504.545,
Th,5/28/2020,553.512,654.531,501.956,
We,5/27/2020,559.89,656.422,499.228,
Tu,5/26/2020,580.147,658.682,496.376,
,,,,,
Fr,5/22/2020,624.122,658.282,493.372,
Th,5/21/2020,616.489,659.506,489.918,
We,5/20/2020,609.868,659.035,486.519,
Tu,5/19/2020,647.427,657.56,483.204,
Mo,5/18/2020,640.414,655.632,479.542,
,,,,,
Fr,5/15/2020,685.573,651.676,475.963,
Th,5/14/2020,676.475,646.113,471.941,
We,5/13/2020,675.619,639.954,468.033,
Tu,5/12/2020,644.502,634.183,464.125,
Mo,5/11/2020,640.491,628.59,460.563,
,,,,,
Fr,5/8/2020,633.806,623.173,457.053,
Th,5/7/2020,643.767,617.959,453.675,
We,5/6/2020,677.924,611.967,450.22,
Tu,5/5/2020,655.138,605.179,446.466,
Mo,5/4/2020,661.352,598.605,443.188,
,,,,,
Fr,5/1/2020,651.549,591.274,439.847,
Th,4/30/2020,625.662,584.017,436.55,
We,4/29/2020,627.579,577.243,433.565,
Tu,4/28/2020,658.382,570.45,430.556,
Mo,4/27/2020,662.688,562.969,427.289,
,,,,,
Fr,4/24/2020,674.462,555.338,423.953,
Th,4/23/2020,659.912,547.456,420.466,
We,4/22/2020,658.678,539.935,417.108,
Tu,4/21/2020,669.153,532.516,413.782,
Mo,4/20/2020,644.782,524.935,410.39,
,,,,,
Fr,4/17/2020,588.301,517.732,407.32,
Th,4/16/2020,603.927,511.633,404.882,
We,4/15/2020,603.733,505.433,402.281,
Tu,4/14/2020,558.47,499.48,399.636,
Mo,4/13/2020,549.648,494.41,397.387,
,,,,,
Th,4/9/2020,533.8,489.364,395.21,
We,4/8/2020,616.577,484.736,393.222,
Tu,4/7/2020,685.241,478.341,390.387,
Mo,4/6/2020,699.224,470.829,386.827,
,,,,,
Fr,4/3/2020,774.193,462.753,383.103,
Th,4/2/2020,743.623,453.063,,
We,4/1/2020,735.167,443.883,,
Tu,3/31/2020,656.92,434.871,,
Mo,3/30/2020,618.124,427.304,,
,,,,,
Fr,3/27/2020,623.208,420.533,,
Th,3/26/2020,570.711,413.705,,
We,3/25/2020,657.451,407.91,,
Tu,3/24/2020,717.175,400.333,,
Mo,3/23/2020,871.112,391.564,,
,,,,,
Fr,3/20/2020,849.958,379.677,,
Th,3/19/2020,783.322,368.296,,
We,3/18/2020,727.297,358.309,,
Tu,3/17/2020,648.084,349.381,,
Mo,3/16/2020,672.889,342.034,,
,,,,,
Fr,3/13/2020,560.108,334.069,,
Th,3/12/2020,685.36,328.462,,
We,3/11/2020,592.905,320.329,,
Tu,3/10/2020,536.143,314.004,,
Mo,3/9/2020,551,308.848,,
,,,,,
Fr,3/6/2020,442.611,303.451,,
Th,3/5/2020,407.458,300.249,,
We,3/4/2020,368.518,297.769,,
Tu,3/3/2020,387.048,296.111,,
Mo,3/2/2020,364.881,294.067,,
,,,,,
Fr,2/28/2020,369.607,292.536,,
Th,2/27/2020,373.115,290.934,,
We,2/26/2020,344.184,289.39,,
Tu,2/25/2020,338.51,288.473,,
Mo,2/24/2020,326.43,287.754,,
,,,,,
Fr,2/21/2020,294.801,287.771,,
Th,2/20/2020,288.724,288.42,,
We,2/19/2020,286.955,289.083,,
Tu,2/18/2020,287.935,289.886,,
,,,,,
Fr,2/14/2020,284.339,290.661,,
Th,2/13/2020,281.128,291.61,,
We,2/12/2020,280.343,292.569,,
Tu,2/11/2020,283.851,293.476,,
Mo,2/10/2020,287.748,294.282,,
,,,,,
Fr,2/7/2020,290.097,295.049,,
Th,2/6/2020,284.665,295.845,,
We,2/5/2020,283.314,296.908,,
Tu,2/4/2020,293.967,298.132,,
Mo,2/3/2020,306.075,299.129,,
,,,,,
Fr,1/31/2020,304.934,299.792,,
Th,1/30/2020,297.35,300.365,,
We,1/29/2020,302.407,301.056,,
Tu,1/28/2020,296.834,301.708,,
Mo,1/27/2020,309.661,302.434,,
,,,,,
Fr,1/24/2020,295.412,302.824,,
Th,1/23/2020,289.707,303.453,,
We,1/22/2020,284.624,,,
Tu,1/21/2020,284.546,,,
,,,,,
Fr,1/17/2020,278.559,,,
Th,1/16/2020,279.581,,,
We,1/15/2020,281.826,,,
Tu,1/14/2020,280.957,,,
Mo,1/13/2020,278.612,,,
,,,,,
Fr,1/10/2020,278.729,,,
Th,1/9/2020,276.717,,,
We,1/8/2020,280.907,,,
Tu,1/7/2020,283.981,,,
Mo,1/6/2020,280.888,,,
,,,,,
Fr,1/3/2020,280.752,,,
Th,1/2/2020,274.642,,,
Tu,12/31/2019,279.751,,,
Mo,12/30/2019,278.701,,,
,,,,,
Fr,12/27/2019,276.674,,,
Th,12/26/2019,278.346,,,
Tu,12/24/2019,281.165,,,
Mo,12/23/2019,282.515,,,
,,,,,
Fr,12/20/2019,283.424,,,
Th,12/19/2019,285.638,,,
We,12/18/2019,284.846,,,
Tu,12/17/2019,288.323,,,
Mo,12/16/2019,289.502,,,
,,,,,
Fr,12/13/2019,295.937,,,
Th,12/12/2019,298.295,,,
We,12/11/2019,302.578,,,
Tu,12/10/2019,327.262,,,
Mo,12/9/2019,327.276,,,
,,,,,
Fr,12/6/2019,321.888,,,
Th,12/5/2019,327.098,,,
We,12/4/2019,326.694,,,
Tu,12/3/2019,331.756,,,
Mo,12/2/2019,329.074,,,
,,,,,
Fr,11/29/2019,325.689,,,
We,11/27/2019,324.181,,,
Tu,11/26/2019,326.089,,,
Mo,11/25/2019,329.904,,,
,,,,,
Fr,11/22/2019,337.831,,,
Th,11/21/2019,344.489,,,
We,11/20/2019,343.837,,,
Tu,11/19/2019,339.195,,,
Mo,11/18/2019,333.589,,,
,,,,,
Fr,11/15/2019,331.902,,,
Th,11/14/2019,335.029,,,
We,11/13/2019,333.098,,,
Tu,11/12/2019,329.182,,,
,,,,,
Fr,11/8/2019,326.845,,,
